MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	9.8376465	Sec	6/3/2021 8:38:42 AM
Axial Force	Axial Displacement	Time
kN	mm	Sec
-0.19333109	-26.075172	0.062988281
-0.20820272	-26.07091	0.063964844
-0.20820272	-26.07091	0.064941406
-0.20820272	-26.07091	0.065917969
-0.20820272	-26.07091	0.066894531
-0.20820272	-26.079437	0.067871094
-0.20820272	-26.07091	0.068847656
-0.19333109	-26.07091	0.069824219
-0.20820272	-26.079437	0.070800781
-0.20820272	-26.079437	0.071777344
-0.17845948	-26.075172	0.072753906
-0.19333109	-26.07091	0.073730469
-0.19333109	-26.07091	0.074707031
-0.20820272	-26.07091	0.075683594
-0.19333109	-26.079437	0.076660156
-0.19333109	-26.07091	0.077636719
-0.19333109	-26.07091	0.078613281
-0.20820272	-26.07091	0.079589844
-0.20820272	-26.066647	0.080566406
-0.19333109	-26.07091	0.081542969
-0.19333109	-26.07091	0.082519531
-0.22307433	-26.075172	0.083496094
-0.20820272	-26.075172	0.084472656
-0.20820272	-26.07091	0.085449219
-0.19333109	-26.07091	0.086425781
-0.17845948	-26.07091	0.087402344
-0.19333109	-26.075172	0.088378906
-0.19333109	-26.07091	0.089355469
-0.17845948	-26.07091	0.090332031
-0.20820272	-26.075172	0.091308594
-0.19333109	-26.07091	0.092285156
-0.20820272	-26.07091	0.093261719
-0.19333109	-26.075172	0.094238281
-0.20820272	-26.075172	0.095214844
-0.22307433	-26.075172	0.096191406
-0.19333109	-26.07091	0.097167969
-0.20820272	-26.066647	0.098144531
-0.19333109	-26.075172	0.099121094
-0.20820272	-26.07091	0.10009766
-0.19333109	-26.075172	0.10107422
-0.19333109	-26.07091	0.10205078
-0.20820272	-26.07091	0.10302734
-0.22307433	-26.075172	0.10400391
-0.17845948	-26.075172	0.10498047
-0.20820272	-26.075172	0.10595703
-0.19333109	-26.07091	0.10693359
-0.22307433	-26.07091	0.10791016
-0.19333109	-26.075172	0.10888672
-0.20820272	-26.075172	0.10986328
-0.17845948	-26.07091	0.11083984
-0.19333109	-26.07091	0.11181641
-0.20820272	-26.066647	0.11279297
-0.22307433	-26.075172	0.11376953
-0.20820272	-26.07091	0.11474609
-0.22307433	-26.07091	0.11572266
-0.20820272	-26.075172	0.11669922
-0.19333109	-26.075172	0.11767578
-0.20820272	-26.075172	0.11865234
-0.17845948	-26.07091	0.11962891
-0.19333109	-26.07091	0.12060547
-0.19333109	-26.07091	0.12158203
-0.19333109	-26.07091	0.12255859
-0.19333109	-26.075172	0.12353516
-0.20820272	-26.07091	0.12451172
-0.20820272	-26.07091	0.12548828
-0.20820272	-26.07091	0.12646484
-0.20820272	-26.07091	0.12744141
-0.19333109	-26.07091	0.12841797
-0.19333109	-26.066647	0.12939453
-0.22307433	-26.07091	0.13037109
-0.20820272	-26.07091	0.13134766
-0.19333109	-26.075172	0.13232422
-0.20820272	-26.07091	0.13330078
-0.20820272	-26.07091	0.13427734
-0.19333109	-26.075172	0.13525391
-0.20820272	-26.07091	0.13623047
-0.20820272	-26.07091	0.13720703
-0.20820272	-26.07091	0.13818359
-0.17845948	-26.07091	0.13916016
-0.19333109	-26.07091	0.14013672
-0.17845948	-26.075172	0.14111328
-0.23794594	-26.07091	0.14208984
-0.19333109	-26.07091	0.14306641
-0.20820272	-26.07091	0.14404297
-0.22307433	-26.075172	0.14501953
-0.22307433	-26.07091	0.14599609
-0.20820272	-26.07091	0.14697266
-0.23794594	-26.07091	0.14794922
-0.20820272	-26.07091	0.14892578
-0.20820272	-26.079437	0.14990234
-0.23794594	-26.07091	0.15087891
-0.22307433	-26.07091	0.15185547
-0.20820272	-26.075172	0.15283203
-0.20820272	-26.07091	0.15380859
-0.22307433	-26.075172	0.15478516
-0.20820272	-26.066647	0.15576172
-0.20820272	-26.066647	0.15673828
-0.20820272	-26.07091	0.15771484
-0.19333109	-26.066647	0.15869141
-0.20820272	-26.07091	0.15966797
