MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	9.8779297	Sec	5/17/2022 11:10:30 AM
Axial Force	Axial Displacement	Time
kN	mm	Sec
-0.18106608	-12.931001	0.10253906
-0.21398719	-12.939528	0.10351563
-0.19752663	-12.939528	0.10449219
-0.19752663	-12.935265	0.10546875
-0.19752663	-12.935265	0.10644531
-0.19752663	-12.939528	0.10742188
-0.21398719	-12.935265	0.10839844
-0.21398719	-12.931001	0.109375
-0.19752663	-12.939528	0.11035156
-0.18106608	-12.935265	0.11132813
-0.19752663	-12.935265	0.11230469
-0.18106608	-12.935265	0.11328125
-0.18106608	-12.931001	0.11425781
-0.18106608	-12.931001	0.11523438
-0.19752663	-12.935265	0.11621094
-0.21398719	-12.935265	0.1171875
-0.18106608	-12.939528	0.11816406
-0.19752663	-12.935265	0.11914063
-0.21398719	-12.935265	0.12011719
-0.19752663	-12.931001	0.12109375
-0.19752663	-12.931001	0.12207031
-0.19752663	-12.935265	0.12304688
-0.19752663	-12.935265	0.12402344
-0.21398719	-12.931001	0.125
-0.18106608	-12.931001	0.12597656
-0.19752663	-12.935265	0.12695313
-0.18106608	-12.939528	0.12792969
-0.19752663	-12.935265	0.12890625
-0.19752663	-12.935265	0.12988281
-0.19752663	-12.931001	0.13085938
-0.19752663	-12.939528	0.13183594
-0.19752663	-12.931001	0.1328125
-0.18106608	-12.939528	0.13378906
-0.19752663	-12.939528	0.13476563
-0.19752663	-12.939528	0.13574219
-0.19752663	-12.939528	0.13671875
-0.19752663	-12.935265	0.13769531
-0.19752663	-12.931001	0.13867188
-0.19752663	-12.935265	0.13964844
-0.23044774	-12.931001	0.140625
-0.21398719	-12.935265	0.14160156
-0.21398719	-12.935265	0.14257813
-0.19752663	-12.935265	0.14355469
-0.19752663	-12.935265	0.14453125
-0.19752663	-12.931001	0.14550781
-0.19752663	-12.935265	0.14648438
-0.18106608	-12.935265	0.14746094
-0.19752663	-12.935265	0.1484375
-0.21398719	-12.939528	0.14941406
-0.19752663	-12.939528	0.15039063
-0.21398719	-12.935265	0.15136719
-0.21398719	-12.935265	0.15234375
-0.21398719	-12.935265	0.15332031
-0.24690831	-12.931001	0.15429688
-0.23044774	-12.935265	0.15527344
-0.21398719	-12.931001	0.15625
-0.24690831	-12.939528	0.15722656
-0.23044774	-12.931001	0.15820313
-0.23044774	-12.935265	0.15917969
-0.21398719	-12.931001	0.16015625
-0.23044774	-12.931001	0.16113281
-0.21398719	-12.931001	0.16210938
-0.21398719	-12.935265	0.16308594
-0.21398719	-12.926737	0.1640625
-0.21398719	-12.935265	0.16503906
-0.21398719	-12.931001	0.16601563
-0.24690831	-12.935265	0.16699219
-0.24690831	-12.931001	0.16796875
-0.24690831	-12.935265	0.16894531
-0.21398719	-12.935265	0.16992188
-0.24690831	-12.931001	0.17089844
-0.24690831	-12.939528	0.171875
-0.23044774	-12.935265	0.17285156
-0.24690831	-12.939528	0.17382813
-0.24690831	-12.935265	0.17480469
-0.24690831	-12.935265	0.17578125
-0.26336884	-12.935265	0.17675781
-0.27982941	-12.935265	0.17773438
-0.26336884	-12.926737	0.17871094
-0.26336884	-12.939528	0.1796875
-0.23044774	-12.939528	0.18066406
-0.27982941	-12.935265	0.18164063
-0.27982941	-12.931001	0.18261719
-0.26336884	-12.939528	0.18359375
-0.27982941	-12.931001	0.18457031
-0.27982941	-12.939528	0.18554688
-0.27982941	-12.935265	0.18652344
-0.27982941	-12.935265	0.1875
-0.29628995	-12.939528	0.18847656
-0.27982941	-12.939528	0.18945313
-0.31275052	-12.935265	0.19042969
-0.32921109	-12.931001	0.19140625
-0.29628995	-12.939528	0.19238281
-0.29628995	-12.935265	0.19335938
-0.31275052	-12.931001	0.19433594
-0.29628995	-12.935265	0.1953125
-0.31275052	-12.935265	0.19628906
-0.31275052	-12.935265	0.19726563
-0.32921109	-12.935265	0.19824219
-0.32921109	-12.935265	0.19921875
-0.34567162	-12.939528	0.20019531
-0.34567162	-12.935265	0.20117188
-0.36213219	-12.939528	0.20214844
-0.36213219	-12.939528	0.203125
-0.37859273	-12.939528	0.20410156
-0.37859273	-12.935265	0.20507813
-0.36213219	-12.943791	0.20605469
-0.3950533	-12.939528	0.20703125
-0.3950533	-12.939528	0.20800781
-0.41151384	-12.939528	0.20898438
-0.3950533	-12.935265	0.20996094
-0.41151384	-12.939528	0.2109375
-0.41151384	-12.939528	0.21191406
-0.3950533	-12.935265	0.21289063
-0.44443494	-12.939528	0.21386719
-0.4279744	-12.939528	0.21484375
-0.44443494	-12.939528	0.21582031
-0.46089551	-12.935265	0.21679688
-0.46089551	-12.935265	0.21777344
-0.46089551	-12.939528	0.21875
-0.46089551	-12.939528	0.21972656
-0.46089551	-12.935265	0.22070313
-0.49381661	-12.939528	0.22167969
-0.49381661	-12.935265	0.22265625
-0.51027715	-12.935265	0.22363281
-0.51027715	-12.939528	0.22460938
-0.51027715	-12.939528	0.22558594
-0.52673775	-12.939528	0.2265625
-0.52673775	-12.943791	0.22753906
-0.51027715	-12.939528	0.22851563
-0.51027715	-12.943791	0.22949219
-0.52673775	-12.939528	0.23046875
-0.52673775	-12.939528	0.23144531
-0.54319829	-12.939528	0.23242188
-0.55965883	-12.943791	0.23339844
-0.57611936	-12.939528	0.234375
-0.57611936	-12.939528	0.23535156
-0.57611936	-12.943791	0.23632813
-0.6090405	-12.939528	0.23730469
-0.59257996	-12.943791	0.23828125
-0.59257996	-12.943791	0.23925781
-0.6090405	-12.943791	0.24023438
-0.6090405	-12.943791	0.24121094
-0.62550104	-12.939528	0.2421875
-0.64196163	-12.935265	0.24316406
-0.65842217	-12.939528	0.24414063
-0.65842217	-12.943791	0.24511719
-0.64196163	-12.939528	0.24609375
-0.65842217	-12.939528	0.24707031
-0.67488271	-12.943791	0.24804688
-0.67488271	-12.943791	0.24902344
-0.65842217	-12.943791	0.25
-0.69134325	-12.943791	0.25097656
-0.72426438	-12.939528	0.25195313
-0.70780385	-12.943791	0.25292969
-0.72426438	-12.939528	0.25390625
-0.72426438	-12.939528	0.25488281
-0.72426438	-12.943791	0.25585938
-0.75718546	-12.939528	0.25683594
-0.74072492	-12.943791	0.2578125
-0.75718546	-12.943791	0.25878906
-0.75718546	-12.943791	0.25976563
-0.75718546	-12.943791	0.26074219
-0.77364606	-12.939528	0.26171875
-0.75718546	-12.948054	0.26269531
-0.77364606	-12.943791	0.26367188
