MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	9.8425293	Sec	5/17/2022 11:41:40 AM
Axial Force	Axial Displacement	Time
kN	mm	Sec
-0.19752663	-12.922474	0.066894531
-0.19752663	-12.926737	0.067871094
-0.19752663	-12.926737	0.068847656
-0.23044774	-12.91821	0.069824219
-0.21398719	-12.926737	0.070800781
-0.19752663	-12.91821	0.071777344
-0.21398719	-12.922474	0.072753906
-0.19752663	-12.922474	0.073730469
-0.19752663	-12.926737	0.074707031
-0.19752663	-12.922474	0.075683594
-0.18106608	-12.922474	0.076660156
-0.19752663	-12.926737	0.077636719
-0.18106608	-12.926737	0.078613281
-0.19752663	-12.926737	0.079589844
-0.19752663	-12.926737	0.080566406
-0.21398719	-12.926737	0.081542969
-0.21398719	-12.922474	0.082519531
-0.19752663	-12.922474	0.083496094
-0.19752663	-12.922474	0.084472656
-0.21398719	-12.926737	0.085449219
-0.19752663	-12.926737	0.086425781
-0.21398719	-12.922474	0.087402344
-0.19752663	-12.922474	0.088378906
-0.19752663	-12.922474	0.089355469
-0.21398719	-12.922474	0.090332031
-0.19752663	-12.922474	0.091308594
-0.21398719	-12.926737	0.092285156
-0.19752663	-12.926737	0.093261719
-0.16460553	-12.926737	0.094238281
-0.19752663	-12.922474	0.095214844
-0.21398719	-12.926737	0.096191406
-0.19752663	-12.926737	0.097167969
-0.21398719	-12.922474	0.098144531
-0.19752663	-12.926737	0.099121094
-0.19752663	-12.926737	0.10009766
-0.19752663	-12.922474	0.10107422
-0.21398719	-12.922474	0.10205078
-0.21398719	-12.922474	0.10302734
-0.21398719	-12.922474	0.10400391
-0.21398719	-12.926737	0.10498047
-0.19752663	-12.922474	0.10595703
-0.19752663	-12.922474	0.10693359
-0.19752663	-12.922474	0.10791016
-0.21398719	-12.922474	0.10888672
-0.19752663	-12.926737	0.10986328
-0.19752663	-12.922474	0.11083984
-0.21398719	-12.926737	0.11181641
-0.19752663	-12.926737	0.11279297
-0.19752663	-12.922474	0.11376953
-0.19752663	-12.922474	0.11474609
-0.21398719	-12.931001	0.11572266
-0.21398719	-12.91821	0.11669922
-0.19752663	-12.926737	0.11767578
-0.24690831	-12.922474	0.11865234
-0.24690831	-12.926737	0.11962891
-0.21398719	-12.922474	0.12060547
-0.24690831	-12.926737	0.12158203
-0.24690831	-12.926737	0.12255859
-0.21398719	-12.91821	0.12353516
-0.23044774	-12.922474	0.12451172
-0.24690831	-12.922474	0.12548828
-0.21398719	-12.91821	0.12646484
-0.21398719	-12.922474	0.12744141
-0.23044774	-12.922474	0.12841797
-0.21398719	-12.926737	0.12939453
-0.23044774	-12.922474	0.13037109
-0.24690831	-12.926737	0.13134766
-0.24690831	-12.922474	0.13232422
-0.24690831	-12.922474	0.13330078
-0.24690831	-12.922474	0.13427734
-0.26336884	-12.926737	0.13525391
-0.26336884	-12.91821	0.13623047
-0.24690831	-12.922474	0.13720703
-0.27982941	-12.926737	0.13818359
-0.26336884	-12.91821	0.13916016
-0.26336884	-12.91821	0.14013672
-0.26336884	-12.922474	0.14111328
-0.24690831	-12.931001	0.14208984
-0.24690831	-12.922474	0.14306641
-0.26336884	-12.926737	0.14404297
-0.26336884	-12.931001	0.14501953
-0.27982941	-12.931001	0.14599609
-0.27982941	-12.922474	0.14697266
-0.26336884	-12.926737	0.14794922
-0.27982941	-12.926737	0.14892578
-0.29628995	-12.926737	0.14990234
-0.31275052	-12.931001	0.15087891
-0.31275052	-12.926737	0.15185547
-0.29628995	-12.926737	0.15283203
-0.31275052	-12.922474	0.15380859
-0.31275052	-12.926737	0.15478516
-0.29628995	-12.926737	0.15576172
-0.31275052	-12.926737	0.15673828
-0.32921109	-12.926737	0.15771484
-0.31275052	-12.926737	0.15869141
-0.31275052	-12.926737	0.15966797
-0.34567162	-12.926737	0.16064453
-0.34567162	-12.926737	0.16162109
-0.32921109	-12.926737	0.16259766
-0.32921109	-12.922474	0.16357422
-0.34567162	-12.922474	0.16455078
-0.34567162	-12.926737	0.16552734
-0.34567162	-12.931001	0.16650391
-0.36213219	-12.931001	0.16748047
-0.34567162	-12.926737	0.16845703
-0.37859273	-12.931001	0.16943359
-0.37859273	-12.926737	0.17041016
-0.37859273	-12.931001	0.17138672
-0.3950533	-12.935265	0.17236328
-0.41151384	-12.926737	0.17333984
-0.37859273	-12.926737	0.17431641
-0.3950533	-12.926737	0.17529297
-0.3950533	-12.926737	0.17626953
-0.37859273	-12.931001	0.17724609
-0.41151384	-12.931001	0.17822266
-0.3950533	-12.931001	0.17919922
-0.44443494	-12.931001	0.18017578
-0.4279744	-12.931001	0.18115234
-0.44443494	-12.935265	0.18212891
-0.44443494	-12.931001	0.18310547
-0.46089551	-12.931001	0.18408203
-0.4279744	-12.926737	0.18505859
-0.47735608	-12.931001	0.18603516
-0.46089551	-12.931001	0.18701172
-0.49381661	-12.931001	0.18798828
-0.47735608	-12.926737	0.18896484
-0.49381661	-12.931001	0.18994141
-0.47735608	-12.931001	0.19091797
-0.49381661	-12.931001	0.19189453
-0.51027715	-12.931001	0.19287109
-0.49381661	-12.935265	0.19384766
-0.51027715	-12.935265	0.19482422
-0.52673775	-12.931001	0.19580078
-0.52673775	-12.931001	0.19677734
-0.54319829	-12.935265	0.19775391
-0.54319829	-12.931001	0.19873047
-0.55965883	-12.931001	0.19970703
-0.55965883	-12.931001	0.20068359
-0.57611936	-12.935265	0.20166016
-0.55965883	-12.926737	0.20263672
-0.57611936	-12.926737	0.20361328
-0.59257996	-12.931001	0.20458984
-0.6090405	-12.935265	0.20556641
-0.59257996	-12.935265	0.20654297
-0.6090405	-12.931001	0.20751953
-0.6090405	-12.931001	0.20849609
-0.64196163	-12.935265	0.20947266
-0.65842217	-12.935265	0.21044922
-0.64196163	-12.935265	0.21142578
-0.65842217	-12.935265	0.21240234
-0.67488271	-12.935265	0.21337891
-0.67488271	-12.939528	0.21435547
-0.67488271	-12.931001	0.21533203
-0.69134325	-12.935265	0.21630859
-0.69134325	-12.935265	0.21728516
-0.67488271	-12.939528	0.21826172
-0.69134325	-12.935265	0.21923828
-0.72426438	-12.939528	0.22021484
-0.72426438	-12.931001	0.22119141
-0.72426438	-12.935265	0.22216797
-0.74072492	-12.931001	0.22314453
-0.74072492	-12.935265	0.22412109
-0.74072492	-12.939528	0.22509766
-0.75718546	-12.935265	0.22607422
-0.77364606	-12.943791	0.22705078
-0.75718546	-12.935265	0.22802734
-0.77364606	-12.939528	0.22900391
-0.77364606	-12.935265	0.22998047
-0.79010659	-12.939528	0.23095703
-0.80656713	-12.939528	0.23193359
-0.80656713	-12.935265	0.23291016
-0.80656713	-12.939528	0.23388672
-0.82302773	-12.935265	0.23486328
-0.85594881	-12.935265	0.23583984
-0.83948827	-12.939528	0.23681641
-0.85594881	-12.939528	0.23779297
-0.83948827	-12.935265	0.23876953
