MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	10.126221	Sec	6/17/2021 9:09:15 AM
Axial Force	Axial Displacement	Time
kN	mm	Sec
-0.20820272	-25.452711	0.35180664
-0.19333109	-25.452711	0.3527832
-0.20820272	-25.448448	0.35375977
-0.19333109	-25.452711	0.35473633
-0.22307433	-25.448448	0.35571289
-0.20820272	-25.452711	0.35668945
-0.20820272	-25.448448	0.35766602
-0.19333109	-25.452711	0.35864258
-0.22307433	-25.452711	0.35961914
-0.20820272	-25.456976	0.3605957
-0.17845948	-25.456976	0.36157227
-0.17845948	-25.456976	0.36254883
-0.19333109	-25.452711	0.36352539
-0.19333109	-25.456976	0.36450195
-0.20820272	-25.452711	0.36547852
-0.19333109	-25.456976	0.36645508
-0.19333109	-25.461239	0.36743164
-0.20820272	-25.452711	0.3684082
-0.20820272	-25.452711	0.36938477
-0.19333109	-25.452711	0.37036133
-0.20820272	-25.448448	0.37133789
-0.20820272	-25.456976	0.37231445
-0.22307433	-25.456976	0.37329102
-0.22307433	-25.452711	0.37426758
-0.20820272	-25.448448	0.37524414
-0.20820272	-25.452711	0.3762207
-0.22307433	-25.452711	0.37719727
-0.20820272	-25.456976	0.37817383
-0.20820272	-25.456976	0.37915039
-0.20820272	-25.452711	0.38012695
-0.19333109	-25.448448	0.38110352
-0.22307433	-25.448448	0.38208008
-0.20820272	-25.448448	0.38305664
-0.19333109	-25.452711	0.3840332
-0.19333109	-25.452711	0.38500977
-0.22307433	-25.452711	0.38598633
-0.20820272	-25.448448	0.38696289
-0.22307433	-25.456976	0.38793945
-0.20820272	-25.452711	0.38891602
-0.22307433	-25.448448	0.38989258
-0.22307433	-25.456976	0.39086914
-0.22307433	-25.448448	0.3918457
-0.22307433	-25.444185	0.39282227
-0.20820272	-25.448448	0.39379883
-0.20820272	-25.452711	0.39477539
-0.23794594	-25.452711	0.39575195
-0.20820272	-25.448448	0.39672852
-0.25281757	-25.448448	0.39770508
-0.22307433	-25.452711	0.39868164
-0.22307433	-25.452711	0.3996582
-0.22307433	-25.448448	0.40063477
-0.23794594	-25.456976	0.40161133
-0.22307433	-25.452711	0.40258789
-0.22307433	-25.448448	0.40356445
-0.23794594	-25.456976	0.40454102
-0.25281757	-25.448448	0.40551758
-0.23794594	-25.448448	0.40649414
-0.25281757	-25.452711	0.4074707
-0.20820272	-25.452711	0.40844727
-0.23794594	-25.452711	0.40942383
-0.25281757	-25.444185	0.41040039
-0.25281757	-25.452711	0.41137695
-0.23794594	-25.456976	0.41235352
-0.23794594	-25.456976	0.41333008
-0.22307433	-25.452711	0.41430664
-0.23794594	-25.452711	0.4152832
-0.25281757	-25.452711	0.41625977
-0.26768917	-25.452711	0.41723633
-0.25281757	-25.452711	0.41821289
-0.26768917	-25.452711	0.41918945
-0.25281757	-25.452711	0.42016602
-0.26768917	-25.448448	0.42114258
-0.26768917	-25.452711	0.42211914
-0.26768917	-25.456976	0.4230957
-0.26768917	-25.452711	0.42407227
-0.2825608	-25.452711	0.42504883
-0.25281757	-25.452711	0.42602539
-0.26768917	-25.456976	0.42700195
-0.2825608	-25.452711	0.42797852
-0.26768917	-25.448448	0.42895508
-0.26768917	-25.452711	0.42993164
-0.2825608	-25.448448	0.4309082
-0.2825608	-25.452711	0.43188477
-0.2825608	-25.448448	0.43286133
-0.2825608	-25.452711	0.43383789
-0.31230402	-25.452711	0.43481445
-0.2825608	-25.452711	0.43579102
-0.31230402	-25.448448	0.43676758
-0.29743242	-25.452711	0.43774414
-0.31230402	-25.456976	0.4387207
-0.32717565	-25.452711	0.43969727
-0.31230402	-25.456976	0.44067383
-0.32717565	-25.456976	0.44165039
-0.31230402	-25.448448	0.44262695
-0.31230402	-25.452711	0.44360352
-0.31230402	-25.461239	0.44458008
-0.32717565	-25.452711	0.44555664
