Time (s),Freq. (MHz),Force (kN)
0.001624999999568999,0.001624999999568999,-1.715091791473628
0.004099999999569448,0.004099999999569448,-1.7600304066575965
0.006574999999569897,0.006574999999569897,-1.6957173045363545
0.009049999999570346,0.009049999999570346,-1.7254354499679287
0.011524999999570795,0.011524999999570795,-1.7134634560728983
0.013999999999571244,0.013999999999571244,-1.7540144981639554
0.016474999999571693,0.016474999999571693,-1.7659012646399412
0.018949999999572142,0.018949999999572142,-1.7364289675325792
0.02142499999957259,0.02142499999957259,-1.7753410207955362
0.02389999999957304,0.02389999999957304,-1.794717966216052
0.02637499999957349,0.02637499999957349,-1.7317013042578662
0.02884999999957394,0.02884999999957394,-1.7683408995105971
0.03132499999957439,0.03132499999957439,-1.7880448232023258
0.03379999999957484,0.03379999999957484,-1.7251101106855415
0.036274999999575286,0.036274999999575286,-1.7553150357990794
0.038749999999575735,0.038749999999575735,-1.7070312444169156
0.041224999999576184,0.041224999999576184,-1.7571818440743103
0.04369999999957663,0.04369999999957663,-1.7549847795502074
0.04617499999957708,0.04617499999957708,-1.7295042397337472
0.04864999999957753,0.04864999999957753,-1.752872942445165
0.05112499999957798,0.05112499999957798,-1.737162415033172
0.05359999999957843,0.05359999999957843,-1.7483968639555498
0.05607499999957888,0.05607499999957888,-1.718590213127272
0.05854999999957933,0.05854999999957933,-1.7594698724783835
0.061024999999579776,0.061024999999579776,-1.7316218132996912
0.06349999999958023,0.06349999999958023,-1.7461965214537878
0.06597499999958067,0.06597499999958067,-1.7330813328511412
0.06844999999958112,0.06844999999958112,-1.7347121267351215
0.07092499999958157,0.07092499999958157,-1.7198981262121071
0.07339999999958202,0.07339999999958202,-1.7440773088990342
0.07587499999958247,0.07587499999958247,-1.7455384674393182
0.07834999999958292,0.07834999999958292,-1.6928695614474931
0.08082499999958337,0.08082499999958337,-1.7435102187645029
0.08329999999958382,0.08329999999958382,-1.7574350678482578
0.08577499999958427,0.08577499999958427,-1.762148799717941
0.08824999999958472,0.08824999999958472,-1.7845398455933876
0.09072499999958517,0.09072499999958517,-1.7702126247523209
0.09319999999958561,0.09319999999958561,-1.729096131515558
0.09567499999958606,0.09567499999958606,-1.726819576033288
0.09814999999958651,0.09814999999958651,-1.7756737355276428
0.10062499999958696,0.10062499999958696,-1.7525500616460283
0.10309999999958741,0.10309999999958741,-1.755882125933611
0.10557499999958786,0.10557499999958786,-1.7580816489409643
