Time (s),Freq. (MHz),Force (kN)
0.0006750000000348422,0.0006750000000348422,-0.6707944892395376
0.0031500000000352912,0.0031500000000352912,-0.6707944892395376
0.00562500000003574,0.00562500000003574,-0.7317009530815147
0.00810000000003619,0.00810000000003619,-0.7045052114564306
0.010575000000036638,0.010575000000036638,-0.6684318868437982
0.013050000000037087,0.013050000000037087,-0.7147611840484123
0.015525000000037537,0.015525000000037537,-0.7000209380226875
0.018000000000037986,0.018000000000037986,-0.7250999255762364
0.020475000000038435,0.020475000000038435,-0.6931052246624002
0.022950000000038884,0.022950000000038884,-0.6856986341480974
0.025425000000039333,0.025425000000039333,-0.6352161392529969
0.027900000000039782,0.027900000000039782,-0.6934305639447794
0.03037500000004023,0.03037500000004023,-0.7301512891445271
0.03285000000004068,0.03285000000004068,-0.6392062575550733
0.03532500000004113,0.03532500000004113,-0.7067801279498588
0.03780000000004158,0.03780000000004158,-0.6760867841655558
0.04027500000004203,0.04027500000004203,-0.7389444642074156
0.042750000000042476,0.042750000000042476,-0.6979082814232203
0.045225000000042925,0.045225000000042925,-0.7035242766427919
0.047700000000043374,0.047700000000043374,-0.698152490758615
0.05017500000004382,0.05017500000004382,-0.7019008582085311
0.05265000000004427,0.05265000000004427,-0.6975829421408329
0.05512500000004472,0.05512500000004472,-0.720946727885758
0.05760000000004517,0.05760000000004517,-0.6595592208227348
0.06007500000004562,0.06007500000004562,-0.7247745862938653
0.06255000000004607,0.06255000000004607,-0.6715303952233648
0.06502500000004652,0.06502500000004652,-0.7061278103962667
0.06750000000004697,0.06750000000004697,-0.7083289723924376
0.06997500000004742,0.06997500000004742,-0.7564439479253059
0.07245000000004787,0.07245000000004787,-0.681792923770681
0.07492500000004831,0.07492500000004831,-0.7254285428362829
0.07740000000004876,0.07740000000004876,-0.7007543855232641
0.07987500000004921,0.07987500000004921,-0.7034390492237313
0.08235000000004966,0.08235000000004966,-0.6887897670779447
0.08482500000005011,0.08482500000005011,-0.7220866446157305
0.08730000000005056,0.08730000000005056,-0.6803161948365257
0.08977500000005101,0.08977500000005101,-0.695055621367866
0.09225000000005146,0.09225000000005146,-0.7316149061680292
0.0947250000000519,0.0947250000000519,-0.6857764861174307
0.09720000000005236,0.09720000000005236,-0.6703109875352331
0.0996750000000528,0.0996750000000528,-0.6702257601161886
0.10215000000005325,0.10215000000005325,-0.7075938859030355
0.1046250000000537,0.1046250000000537,-0.7045822439313391
0.10710000000005415,0.10710000000005415,-0.6733177125404365
0.1095750000000546,0.1095750000000546,-0.6498744358373446
0.11205000000005505,0.11205000000005505,-0.6923676796897476
0.1145250000000555,0.1145250000000555,-0.6917219180914579
0.11700000000005595,0.11700000000005595,-0.6917260155635259
0.1194750000000564,0.1194750000000564,-0.6975018121938567
0.12195000000005685,0.12195000000005685,-0.6942410439202806
0.1244250000000573,0.1244250000000573,-0.6760884231543893
0.12690000000005774,0.12690000000005774,-0.6501145477006631
0.1293750000000582,0.1293750000000582,-0.7176113856205322
0.13185000000005864,0.13185000000005864,-0.668763782081496
0.1343250000000591,0.1343250000000591,-0.7080831240682254
0.13680000000005954,0.13680000000005954,-0.6978287904650533
0.13927500000006,0.13927500000006,-0.6290297759212425
0.14175000000006044,0.14175000000006044,-0.662077527157157
0.1442250000000609,0.1442250000000609,-0.7240476947485748
0.14670000000006134,0.14670000000006134,-0.6756770369585166
0.14917500000006179,0.14917500000006179,-0.6830082339867285
0.15165000000006224,0.15165000000006224,-0.6872433811186083
0.15412500000006268,0.15412500000006268,-0.7069432073382609
0.15660000000006313,0.15660000000006313,-0.7005978620901725
0.15907500000006358,0.15907500000006358,-0.710281827581154
0.16155000000006403,0.16155000000006403,-0.6705510993985677
0.16402500000006448,0.16402500000006448,-0.7011682302023633
0.16650000000006493,0.16650000000006493,-0.6875695398954124
0.16897500000006538,0.16897500000006538,-0.7026351252035408
0.17145000000006583,0.17145000000006583,-0.6995390753072086
0.17392500000006628,0.17392500000006628,-0.6887110956142026
0.17640000000006673,0.17640000000006673,-0.6794229459252145
0.17887500000006717,0.17887500000006717,-0.7651568125356347
0.18135000000006762,0.18135000000006762,-0.7180178548499121
0.18382500000006807,0.18382500000006807,-0.7208639589499478
0.18630000000006852,0.18630000000006852,-0.6752705677291527
0.18877500000006897,0.18877500000006897,-0.661843151754724
0.19125000000006942,0.19125000000006942,-0.6628962020768103
0.19372500000006987,0.19372500000006987,-0.7017361398313033
0.19620000000007032,0.19620000000007032,-0.6611850977402383
0.19867500000007077,0.19867500000007077,-0.6783715345919697
0.20115000000007122,0.20115000000007122,-0.6921324847929058
0.20362500000007167,0.20362500000007167,-0.6889569439384148
0.20610000000007211,0.20610000000007211,-0.6927733294247025
0.20857500000007256,0.20857500000007256,-0.6936788707522422
0.211050000000073,0.211050000000073,-0.5798076634349782
0.21352500000007346,0.21352500000007346,-0.679746646218768
0.2160000000000739,0.2160000000000739,-0.7186718113923216
0.21847500000007436,0.21847500000007436,-0.6761662751237227
0.2209500000000748,0.2209500000000748,-0.6491377103591006
0.22342500000007526,0.22342500000007526,-0.661428487581216
0.2259000000000757,0.2259000000000757,-0.6552462217215298
0.22837500000007616,0.22837500000007616,-0.6796704332382522
0.2308500000000766,0.2308500000000766,-0.7243722145365452
0.23332500000007705,0.23332500000007705,-0.692533217561384
0.2358000000000775,0.2358000000000775,-0.72754529690781
0.23827500000007795,0.23827500000007795,-0.7251785970399864
0.2407500000000784,0.2407500000000784,-0.7053148719375151
0.24322500000007885,0.24322500000007885,-0.6832491653444719
